title,url,source_name,date_found,text
Kosovo's ruling party set to come first in election - Reuters,https://www.reuters.com/world/europe/kosovo-heads-election-clouded-by-tensions-with-serbia-2025-02-09/,Reuters,2025-02-09,Failed to extract: Article `download()` failed with 401 Client Error: HTTP Forbidden for url: https://www.reuters.com/world/europe/kosovo-heads-election-clouded-by-tensions-with-serbia-2025-02-09/ on URL https://www.reuters.com/world/europe/kosovo-heads-election-clouded-by-tensions-with-serbia-2025-02-09/
Tens of thousands rally against Serbian government in student-led protests – video report - The Guardian,https://www.theguardian.com/world/video/2025/feb/02/rally-against-serbian-government-student-led-protests-video-report,The Guardian,2025-02-03,"Three months to the day after a concrete canopy collapsed at the entrance of Novi Sad’s railway station, protesters converged on the northern city and blockaded three bridges in commemoration of the 15 people killed in the incident. The tragedy has been blamed on government ineptitude and corruption"
Kosovo prime minister looking for allies for new Cabinet after failing to win parliament majority - Voice of America,https://www.voanews.com/a/kosovo-prime-minister-looking-for-allies-for-a-new-cabinet-after-failing-to-win-parliament-majority-/7969195.html,Voice of America,2025-02-10,"Kosovo Prime Minister Albin Kurti’s leftwing party won most seats in the weekend parliamentary election but was left without a majority in the house, forcing it to look for an ally to form the next government, according to preliminary results released Monday.

The vote on Sunday was key in determining who will lead Kosovo as talks on normalizing ties with rival Serbia remain stalled and foreign funding for one of Europe’s poorest countries is in question.

The election marked the first time since independence in 2008 that Kosovo’s parliament completed a full four-year mandate. It was the ninth parliamentary vote in Kosovo since the end of the 1998-1999 war between Serbian government forces and ethnic Albanian separatists that pushed Serbian forces out following a 78-day NATO air campaign.

Serbia does not recognize Kosovo’s independence.

With 88% of the votes counted, Kurti’s Self-Determination Movement Party, or Vetevendosje!, had won 41.3%, according to the Central Election Commission, the election governing body.

The Democratic Party of Kosovo, or PDK, whose main leaders are detained at a Netherlands-based international criminal tribunal in The Hague and accused of war crimes, won 21.8% of the vote.

Next, with 17.8% support is the Democratic League of Kosovo, or LDK, the oldest party in the country. The LDK lost much of its support after the death in 2006 of its leader, Ibrahim Rugova. The Alliance for Kosovo’s Future of former Prime Minister Ramush Haradinaj garnered 7.7% of the votes.

Still, Kurti was upbeat, though his remarks gave nothing away about who he plans to ask to join his coalition government.

“The people won. Vetevendosje! won. We are the winners who will form the next Cabinet,” Kurti told journalists as his supporters took to the streets to celebrate.

The commission’s webpage was down temporarily on Sunday as it was overloaded “due to the citizens’ high interest to learn the results,” election body said. Results were collected manually.

A preliminary turnout after 92% of the votes counted was 40.6% — about 7% lower than four years ago.

The new 120-seat parliament reserves 20 seats for minorities regardless of election results, 10 of them for the Serb minority.

Kurti’s new term will face multiple challenges after Washington recently announced it was freezing foreign aid and the European Union, almost two years ago, suspended funding for some projects and initiatives. He also is under pressure to increase public salaries and pensions, improve education and health services, and fight poverty.

Kosovo, with a population of 1.6 million, is one of the poorest countries in Europe with an annual gross domestic product of less than $6,000 per person.

Kurti also is likely to try and repair ties with Western powers, at odds since his Cabinet took several steps that raised tensions with Serbia and Kosovo's ethnic Serbs, including the ban on the use of the Serbian currency, the dinar, and dinar transfers to Kosovo's Serbs.

Kosovo’s ethnic Serb minority depends on Belgrade’s social services and payments.

The United States, the European Union and the NATO-led stabilization force in Kosovo, or KFOR, have urged the government in Pristina, Kosovo's capital, to refrain from unilateral actions, fearing the revival of inter-ethnic conflict.

In Sunday's election, Srpska Lista, the main party of the ethnic Serb minority, won 2.8% of the vote — just over half of its winnings four years ago.

The party's leader, Zlatan Elek, said it was “the absolute winner of this election,” and thanked Serbia's President Aleksandar Vucic for the “strong support for our people.”

KFOR had increased its presence in Kosovo after last year’s tensions with Serbia, as well as ahead of the election.

A team of 104 observers from the EU, 18 from the Council of Europe and about 1,600 others from international or local organizations, monitored the vote."
Serbian Lawyers Suspend Work for Month in Support of Protests - Balkan Insight,https://balkaninsight.com/2025/02/03/serbian-lawyers-suspend-work-for-month-in-support-of-protests/,Balkan Insight,2025-02-03,Failed to extract: Article `download()` failed with 403 Client Error: Forbidden for url: https://balkaninsight.com/2025/02/03/serbian-lawyers-suspend-work-for-month-in-support-of-protests/ on URL https://balkaninsight.com/2025/02/03/serbian-lawyers-suspend-work-for-month-in-support-of-protests/
Why Kosovo's Election Matters For The Region And The World - Radio Free Europe / Radio Liberty,https://www.rferl.org/a/kosovo-elections-albin-kurti-serbia/33307113.html,Radio Free Europe / Radio Liberty,2025-02-08,"For Kosovo, the February 9 parliamentary elections are about much more than just choosing a new government; they will shape the country’s diplomatic future, regional stability, and international standing.

And, according to experts in the United States and the EU, the stakes are high -- without alignment with its international allies, Kosovo risks not only diplomatic friction but also potential isolation or even a frozen conflict.

Kosovo's relations with Washington and Brussels are centered around the EU-facilitated dialogue between Serbia and Kosovo, which began in 2011 and aims to normalize relations between the two countries.

Kurti Takes A Hard Line

Since Kosovo's 2008 declaration of independence, which Serbia still rejects, there have been ongoing tensions between the two countries.

These tensions primarily revolve around ethnic Serbs in northern Kosovo, who reject Pristina's authority and have tried to maintain parallel governance structures with Belgrade's support.

Over the past 2 1/2 years, the government of Prime Minister Albin Kurti -- which is likely to win reelection -- has taken a hard line, replacing Serbian license plates with Kosovar ones, stopping the import of the Serbian currency to Kosovo, and closing Serbian banks and dozens of parallel institutions.

Kurti's moves have been criticized by the previous U.S. administration and the EU, who argued that they were not coordinated with Kosovo's international partners and have made life harder for the country's ethnic Serbs.

Richard Grenell, who served as special envoy for the Serbia and Kosovo talks in U.S. President Donald Trump's first administration, wrote on X that the ""Kurti Government was not trustworthy during Trump's first term, nor during Biden's term."" According to Grenell, both ""Republicans and Democrats have criticized Kurti consistently for taking unilateral actions that destabilize the region.""

Kurti, however, has stuck to his guns, even when warned by the United States or when, in June 2023, the EU suspended financial aid to the country worth up to 100 million euros ($104 million).

The moves against Kosovo's ethnic Serb community, Kurti has said, were necessary steps aimed at extending the rule of law in the north of the country, where most of Kosovo's ethnic Serbs live, and in line with the country's constitution. Moreover, on February 2, he said that no Kosovar government has had better relations with the United States than his own.

Kosovo’s elections will also shape its relationship with the EU, which is closely tied to its diplomatic stance toward Serbia.

Kosovo’s EU application, which was submitted in December 2022, has been stalled ever since, as it needs a consensus of support among the 27 members of the EU. The biggest hurdle is the five EU countries -- Cyprus, Greece, Romania, Slovakia, and Spain -- that do not recognize Kosovo's independence.

Toby Vogel, a Western Balkans analyst at the Berlin-based Democratization Policy Council, told RFE/RL that Kosovo's next government will need to work more diligently to improve relations with the EU.

There is also the question of Kosovo's membership in international organizations, such as Interpol or the Council of Europe. While the EU has promised backing for Pristina to join these bodies, Serbian efforts to counteract have always succeeded.

Will Kurti Change?

Kurti's ruling Self-Determination Movement (LVV) is currently the favorite to win the elections, although most polls are predicting the party won't reach the 50 percent needed to form a government on its own.

And, so far, Kurti has shown little sign that he is ready to change his policy toward Serbia and the West.

The Kosovar government has continued to take a hard line by continuing to close institutions in the country tied to Serbia. And Kurti has signaled that, if he wins a new mandate as prime minister, he will continue to strengthen his image as an uncompromising leader who prioritizes principle over diplomacy.

""The Republic of Kosovo, with our government in charge, will never say yes to the 'Association,'"" Kurti said at a rally with supporters in South Mitrovica on February 1.

The association Kurti was referring is the Association of Serb-Majority Municipalities in Kosovo, which was part of an agreement Kosovo reached with Serbia in 2013 but has never been implemented.

A huge sticking point between Serbia and Kosovo, the association is intended to coordinate Serb-majority municipalities in areas such as education, health care, and economic development.

If Kurti wins and sticks to his guns, it could mean Kosovo is more isolated than ever.

This, Vogel suggested, could mean occasional violence or a frozen conflict, ""like the one that's developed in Cyprus...over the years."" ""That would be a real problem for Kosovo,"" he said, ""because that would make it impossible for the country to move on.""

Opposition Win Could Bring Significant Change

There is also the possibility that Kurti would lose. If the LVV"
Claims about USAID funding are spreading online. Many are not based on facts - Detroit News,https://www.detroitnews.com/story/news/politics/2025/02/07/claims-about-usaid-funding-are-spreading-online-many-are-not-based-on-facts/78340829007/,Detroit News,2025-02-07,"Melissa Goldin

Associated Press

As the Trump administration moves to dismantle the U.S. Agency for International Development, false and misleading information is being pushed on social media to support the change, much of it spread by the administration and Elon Musk.

The posts raise questions about funding for certain projects and organizations, often claiming without evidence that the money was used inappropriately.

White House press secretary Karoline Leavitt said to reporters Tuesday that USAID had spent “$1.5 million to advance DEI in Serbia’s workplaces; 70,000 for the production of a DEI musical in Ireland; 47,000 for a transgender opera in Colombia, 32,000 for a transgender comic book in Peru.” Those claims were picked up and spread widely on social media throughout the week.

Only the grant to a Serbian organization called Grupa Izadji was awarded by USAID. Its stated aim is to “to advance diversity, equity and inclusion in Serbia’s workplaces and business communities.”

The rest were awarded by the State Department's Office of the Under Secretary for Public Diplomacy and Public Affairs. In 2022, it granted $70,884 to an Irish company for “a live musical event to promote the U.S. and Irish shared values of diversity, equity, inclusion, and accessibility.” A grant for $25,000 was awarded in 2021 to a university in Colombia “to raise awareness and increase the transgender representation” through the production of an opera, with an additional $22,020 coming from non-federal funding. And $32,000 awarded in 2022 to a Peruvian organization funded “a tailored-made comic, featuring an LGBTQ+ hero to address social and mental health issues.""

“The information environment about what USAID does and does not do has gotten to a very difficult place, where there's a lot of false and misleading information being circulated,” said Rachel Bonnifield, a senior fellow at the Center for Global Development. “And I would hope everybody could hew back to the facts, which are publicly available, and we can have a good faith discussion about what USAID should and should not be doing based on those.”

Sean Roberts, a professor of international affairs at George Washington University and director of the school’s international development studies master’s program, explained that it “makes sense” that these programs were funded by the under secretary’s office.

“They do these small grant programs as outreach to local organizations and local communities and they’re generally supposed to reflect values of the United States and the friendship between the countries,” he said. “Sometimes they’re about democracy, in this case they’re about diversity. But they have nothing to do with USAID.”

Asked about the Trump administration's portrayal of USAID funding, including Leavitt's statement earlier this week, White House deputy press secretary Anna Kelly said, “This waste of taxpayer dollars underscores why the president paused foreign aid on day one to ensure it aligns with American interests.” She did not address the misrepresented grants cited above.

What about the media?

Major media outlets are among the organizations that have been singled out with claims that are false and misleading, including The Associated Press.

The BBC, for example, was said to have received approximately $3.2 million (2.6 million pounds) during the 2023-2024 financial year. But that money didn’t go to its news operation. It went to BBC Media Action, an international charity that is “part of the BBC family,” but editorially and financially separate from BBC News, the charity said in a statement. It accounted for about 8% of BBC Media Action’s budget that year.

“We follow the BBC’s editorial standards and values in our support for public interest media,” reads the statement. “However, all of our funding goes to our own projects. These are completely separate from the journalism of BBC News. We have no influence over the editorial decision-making of BBC News. The BBC in the UK is mostly funded by a TV Licence fee.”

The BBC – not including BBC Media Action, which is a separate entity – also earns income from the organization’s commercial subsidiaries.

Posts shared widely across social media also falsely claimed that Politico received at least $8 million from USAID in 2024, with some posts putting that number as high as $34.3 million. That is incorrect. USAID did pay the news site $44,000 in subscription fees in financial years 2023 and 2024. But additional government payments came from other entities.

Politico, in a statement to readers from CEO Goli Sheikholeslami and Editor-in-Chief John Harris, said Thursday that it is not getting a government subsidy.

The Associated Press was among the media outlets said to receive USAID funding. Although the news wire has been paid $37.5 million by other government agencies since 2008, none of thatcame from USAID, according to a federal government website that tracks its spending. AP spokeswoman Lauren Easton sa"
Serbia is facing its largest-ever protest movement – why is Europe looking away? - The Conversation Indonesia,https://theconversation.com/serbia-is-facing-its-largest-ever-protest-movement-why-is-europe-looking-away-249388,The Conversation Indonesia,2025-02-14,"On November 1 2024, the roof of a newly €55 million renovated railway station in Novi Sad, Serbia’s second biggest city, collapsed and killed 15 people. The deaths sparked Serbia’s largest wave of student-led anti-government protests since Yugoslavia’s disintegration in 2000.

The protests pose the most serious threat to Serbian president Aleksandar Vučić’s power since he became prime minister in 2014, and president in 2017. The protest movement has highlighted Vučić’s growing authoritarian rule and widespread corruption in Serbia.

Serbians believe that the deadly roof collapse was caused by government corruption. The station was renovated by a Chinese-led consortium as part of China’s Belt and Road Initiative investments and growing political ties with Serbia. The Chinese consortium and Vučić refused to publish the railway station restoration procurement contract after protesters demanded it.

The protesters have four demands: the publication of all procurement documents concerning the renovation of the station, a stop to the prosecution of students arrested during the protests, the prosecution of police and security forces involved in attacking students during the protests and a 20% increase in the budget for higher education.

However, the Serbian government and media — most of which Vučić controls through a network of political patronage and cronyism – are downplaying the protests and threatening students.

Vučić claims that foreign powers are behind the protests to topple him and destabilise Serbia. Russia and China have fully supported Vučić’s claims that Serbia is the target of a western plot to orchestrate the protesters and overthrow Vučić.

Serbia’s history of corruption

In the decade after former president Slobodan Milošević was overthrown, Serbia implemented a number of democratic and anti-corruption reforms. As a result, the country climbed to 72nd place out of 180 countries in Transparency International’s Corruption Perception Index in 2013. Serbia opened EU membership negotiations the following year.

However, since Vučić took office, Serbia has become more authoritarian. Corruption is widespread, and the government has exploited tensions and instability with most of its western Balkans neighbours, primarily Kosovo, for political gain.

Serbia was downgraded to partly free by Freedom House in 2019, and the V-Dem Institute (Varieties of Democracy) labelled it as as an “electoral autocracy”. Serbia dropped to 105th place in Transparency International’s Corruption Perception Index in 2024.

Many international organisations monitoring anti-corruption, human rights and democracy have reported Vučić’s authoritarian tendencies and corruption in Serbia.

A report from Amnesty International published in December 2024 describes Serbia as a “digital prison”. It has been reported that Serbian authorities are using surveillance technology to monitor and suppress the protesters and other political opponents.

International response

The EU has mostly stayed silent since the protests began. After receiving letters from NGOs and activists, EU Commissioner for Enlargement Marta Kos stated that the EU is following the protests in Serbia, and backed the rule of law and freedom of assembly.

This is a far cry from the EU’s response to protests in Georgia last year. EU commission president Ursula von der Leyen said “the Georgian people are fighting for democracy” – yet has stayed silent on the protests in Serbia.

Some argue this (lack of) response is because in August 2024, Vučić made a deal with the EU to provide lithium to the bloc – a boon to the EU’s electric vehicle production. There were also widespread protests against the lithium deal over its transparency and concerns that the mine would cause irreversible environmental destruction to Serbia’s Jadar Valley.

The US has also stayed quiet. President Donald Trump’s associates were recently granted permission to build a Trump hotel in Belgrade. Further, Rod Blagojevich, the former governor of Illinois who served eight years in prison for corruption, is being considered as the new US ambassador to Serbia. Blagojevich, whose father is from Serbia, expressed support for Vučić and visited the country.

What is next for Serbia?

Serbia’s prime minister, Miloš Vučević, and Novi Sad’s mayor, Milan Đurić, both resigned in an effort to de-escalate the protests. Following the resignation of the PM, Vučić has said that he is open to the new government making the documents about the station collapse public.

While this may be a sign that the protests are loosening Vučić’s grip, the movement has only intensified, spreading to more than 200 towns on February 1.

Vučić has pledged to either form a new government within one month, or organise a new parliamentary election in the spring to address the protesters’ demands. However, this would barely paper over the cracks of systemic corruption in Serbia.

The student movement has revealed how democracy and the rule of law h"
PM Albin Kurti declares victory in Kosovo election - Al Jazeera English,https://www.aljazeera.com/news/2025/2/9/kosovo-votes-in-election-seen-as-referendum-on-pm-albin-kurti,Al Jazeera English,2025-02-09,"The vote will determine who leads Kosovo’s stalled normalisation talks with neighbouring Serbia.

Prime Minister Albin Kurti has declared victory in Kosovo’s parliamentary election, but the results mean he must now try to form a coalition government.

Preliminary results released late on Sunday showed the premier’s leftist Vetevendosje party in first place with 41.99 percent. The vote was widely viewed as a referendum on Kurti, who has been at odds with his Western allies over relations with neighbouring Serbia.

With 73 percent of votes counted, the opposition Democratic Party of Kosovo was set to come second with 22.68 percent of the vote. The Democratic League of Kosovo took 17.9 percent.

The results leave Kurti needing partners in order to govern. He had previously said he would not take part in a coalition, but appeared to walk that back.

“We are the first party, the winning party that will create the next government,” he told reporters. “We will continue to finish the work that we have started.”

Al Jazeera’s Maja Blazevska, reporting from Pristina, said “Kosovo will go back to having a coalition government.”

Advertisement

Serbia dominates

Kosovars had headed to the polling stations on Sunday to elect a new parliament and cabinet in a contentious race that also focused on the economy and corruption, although relations with Serbia have long been the biggest issue in the country’s political debate.

It was the ninth parliamentary vote since the end of the 1998-99 war that pushed Serbian forces out of the self-declared republic.

A key test for Kurti, the vote will elect 120 legislators to the assembly, determining who leads Kosovo’s stalled negotiations on normalising ties with Belgrade.

Kurti’s left-wing Vetevendosje, or Self-Determination Movement party, which has sought to dismantle remaining Serbian institutions in Kosovo, was the frontrunner. But the party must now seek cooperation to form a cabinet.

The candidates include the Democratic Party of Kosovo (PDK), whose main leaders are accused of war crimes at The Hague tribunal, and the Democratic League of Kosovo (LDK), the republic’s oldest party.

Another is the Alliance for Kosovo’s Future of former Prime Minister Ramush Haradinaj, which won 7.5 percent of the vote.

The opposition parties have made big-ticket pledges to increase public salaries and pensions, improve education and healthcare services and fight poverty.

Kosovo, with a population of 1.6 million, is among the poorest in Europe with an annual gross domestic product of less than 6,000 euros ($6,200) per person.

‘Critical for Kosovo’s future’

Kurti, whose government is the first in Kosovo’s history to finish its full term in office, has had a turbulent rule, marked by regular unrest between Serbs and ethnic Albanians.

Advertisement

Tensions spiked after negotiations backed by the European Union and the United States between Kosovo and Serbia all but collapsed in March 2023.

In the aftermath, NATO peacekeepers were assaulted by rioting Serbs, a deadly armed standoff in the north sent regional tensions soaring, and an explosion targeting a canal vital to Kosovo’s power plants late last year saw Kurti blaming Belgrade.

Kurti also drew Western criticism for controversial measures he took last year, such as a ban on using the Serbian dinar and transfers from Serbia to Kosovo’s ethnic Serb minority members who depend on Belgrade’s social services and payments.

The US, the EU and the NATO-led stabilisation force KFOR have urged the government in Pristina to refrain from unilateral actions, fearing the revival of interethnic conflict.

While Kurti retains a strong support base, his opponents have denounced him for the fraying ties with the US and the EU.

Shpend Kursani, a lecturer at the University of Tartu told Al Jazeera that voters most identify Kurti with “anti-corruption, national dignity and being – at least from a Balkan perspective – an honest politician”.

Opposition parties, however, blame Kurti’s willingness to confront Serbia as costing the country support and funding from the international community, even as he was able to secure the sale of antitank Javelin missiles from the US, Kursani said.

“It’s the same with Turkiye; he purchased drones and what not, so the support from international communities is a bit mixed,” Kursani said. “He’s largely not corrupt… and it’s very difficult [for outside powers] to manage these small country leaders if they are not corrupt.”

Advertisement

KFOR has increased its presence in Kosovo and added more forces for the election. A team of 100 observers from the EU, 18 from the Council of Europe, and about 1,600 others from international or local organisations will also monitor the vote."
Kosovo votes in parliamentary elections clouded by tensions with Serbia - FRANCE 24 English,https://www.france24.com/en/live-news/20250209-kosovo-votes-amid-tensions-with-allies-serbia,FRANCE 24 English,2025-02-09,"Kosovo's Prime Minister Albin Kurti campaigned on his efforts to dismantle the remaining Serbian institutions in Kosovo.

To display this content from YouTube, you must enable advertisement tracking and audience measurement.

The last voters cast their ballots in Kosovo Sunday in elections pitting combative incumbent Prime Minister Albin Kurti's quest to stamp out Serbian influence against a fractured opposition's vow to boost the economy.

Kurti and his Vetevendosje (""Self-Determination"") party (VV) have campaigned on their efforts to dismantle the remaining Serbian institutions in Kosovo while expanding the government's reach to Serb-majority areas.

He and the VV insist his government is in greater control of Kosovo's territory than at any other time since independence.

""I thank all the citizens of Kosovo who voted so far and encourage everybody to vote,"" said Kurti as voting got under way across Kosovo.

Polls closed at 7:00 pm (1800 GMT).

A projection published by leading Kosovo news outlet KOHA said VV was leading the race with an estimated 42 percent of votes cast for the incumbent party.

The right-wing Democratic Party of Kosovo (PDK) trailed in second with 21 percent followed by the Democratic League of Kosovo (LDK) with 20 percent.

Shadow state

Animosity between Kosovo and Serbia has persisted since the war between Serbian forces and ethnic Albanian insurgents in the late 1990s.

Serbia has steadfastly refused to acknowledge Kosovo's declaration of independence in 2008.

To curb Belgrade's influence, Kosovo's authorities have effectively outlawed the use of the Serbian dinar, closed banks and shuttered the post offices where Serbian pension payments were cashed.

Belgrade-backed government and tax offices have also been closed and Serbian car number plates banned.

The moves have heightened the uneasy relations between Kosovo's ethnic Albanian majority and its Serb minority in the run-up to the polls.

Once known for antagonistic stunts such as letting off tear gas in parliament, the VV has grown from a street movement led by Kurti in the 2000s to Kosovo's dominant political party.

Kurti's government is the first to finish its full term in office since the breakaway Serbian province declared independence.

But Kurti's rule has been turbulent.

Tensions spiked after EU- and US-backed negotiations between Kosovo and Serbia all but collapsed in March 2023.

In the aftermath, NATO peacekeepers were assaulted by rioting Serbs, a deadly armed standoff in the north sent regional tensions soaring and an explosion targeting a canal vital to Kosovo's power plants late last year saw Kurti blaming Belgrade.

Throughout the unrest, Kurti has remained unwavering, even if it meant running afoul of Kosovo's vital allies in the United States and Europe.

But his supporters have praised his vision.

""You can see the things (Kurti) has done. He is irreplaceable,"" Zek Kurtaj, 40, told AFP after landing at the Pristina airport on Saturday ahead of the vote.

'Missing out'

Others suggest Kurti's actions may have been overly disruptive.

Kurti ""has been repeatedly accused by opposition parties of delivering little, defying the international community, and complaining about Serbia while missing out on opportunities to build infrastructure and develop Kosovo economically,"" wrote Jonathan Moore, an analyst from the Atlantic Council's Europe Center.

Several of Kurti's rivals -- which include more than two dozen opposition parties in the contest -- have sought to focus on Kosovo's economic uncertainty.

Kosovo remains one of the poorest economies in Europe, with roughly 12 percent of its population emigrating since 2011.

Many voters said economic issues were at the top of their minds as they cast their ballots.

""We believe that change will come. I am thinking about employment, the economy, and all other sectors,"" Remzije Halimi, a teacher, told AFP.

In the run up to the vote, PDK leading figure Xhavit Haliti -- considered one of the VV's strongest opponents -- has slammed Kurti for fraying ties with Washington and Brussels.

Meanwhile, the LDK led by economist Lumir Abdixhiku has vowed to increase salaries and boost pensions.

In ethnic Serb areas, the Belgrade-backed Serb List party has campaigned on familiar vows to protect the rights of Kosovo's dwindling Serb minority.

""Any Serb who does not vote... or who votes against the Serb List de facto gives their vote to Kurti and to those who obey him,"" party leader Zlatan Elek told local media before the vote.

Serb voters in the northern city of Mitrovica said they hoped elections would bring more prosperity in the future after years of tensions.

""The situation is now so bad that it can only be better,"" said Serb resident Dragisa, who only provided his first name.

(AFP)"
Serbia: Protect journalists amidst nationwide protests - PEN International,https://www.pen-international.org/news/serbia-protect-journalists-amidst-nationwide-protests,PEN International,2025-02-07,"“Once again, independent journalists seeking to inform on nationwide protests in Serbia are the target of the Serbian authorities as well as pro-government media and trolls, who not only prevent them from reporting but vilify them through hateful statements and manipulated videos. We stand with the courageous journalists of Serbia and urge the authorities to ensure their safety” - Ma Thida, Chair of PEN International’s Writers in Prison Committee

07 February 2025: The Serbian authorities must uphold the right to peacefully protest and ensure a safe and enabling environment for journalists, PEN International said today, as student-led demonstrations continue to sweep through the country.

The trigger for the latest protests came on 1 November 2024, when 15 people died and several were seriously injured following the collapse of the concrete canopy of the newly renovated train station in Novi Sad, northern Serbia. Many blamed the Serbian authorities for the disaster, alleging corruption and incompetence. Since then, tens of thousands of people have been taking part in student-led demonstrations across the country, urging transparency and accountability. Serbia’s transport minister and prime minister subsequently resigned, with the protests showing no sign of abating. On 3 February 2025, Serbia’s Bar Association declared a one-month lawyers’ strike in solidarity, bringing the justice system to a halt.

Protesters have alleged that pro-government groups have been seeking to escalate violence during the largely peaceful protests, in an effort to disrupt and undermine them. Pro-government media have been reporting negatively on the protests and published some protesters’ personal data, raising concerns for their safety. Notably, in January 2025, a showing at the University of Belgrade of Oliver Frljić’s play Zoran Đinđić – based on the late Serbian prime minister assassinated in 2003 because of his pro-democracy stance and crackdown on organised crime – was demonised on social media and portrayed by tabloids as yet another example of students offending and betraying Serbia. President Aleksandar Vučić alleged students were receiving money from abroad and accused foreign media of lying about the protests.

Journalists in Serbia have been prevented from reporting on the protests and vilified by pro-government media. Amongst those targeted is Serbian broadcaster and journalist Zoran Kesić, who reported at least 200 threatening graffiti across Belgrade linking him to the Novi Sad tragedy, prompting a complaint by the Association of Independent Electronic Media (ANEM). The Independent Association of Journalists of Serbia (NUNS) recorded over 30 instances of attacks, verbal threats and intimidation of journalists by public officials, law enforcement officials and individuals in January 2025 alone.

An edited video, published on 3 March 2025 and widely shared on social media platforms, saw actors Marko Janketić and Mirjana Karanović, journalists Zoran Kesić, Jelena Obućina and Marko Vidojković, playwright Biljana Srbljanović and historian Milan St Protić made to appear as supporting Kosovo’s independence and branded traitors. Some featured in the video reported receiving death threats. Parliamentary elections have been scheduled for Kosovo on 9 February amid rising tension with the country’s ethnic Serbs and Serbia itself.

PEN International urges the Serbian authorities to abide by their national and international obligations to uphold the rights to freedom of expression and peaceful assembly, and to ensure that journalists, writers and activists can speak out and inform without fear of reprisal.

For more information about the state of freedom of expression in Serbia, please see PEN International’s report Toxic Narratives. Silencing Expression in the Western Balkans.

Note to editors:

For further details contact Aurélia Dondo, Head of Europe and Central Asia Region at PEN International: [email protected]

For media queries, please contact Sabrina Tucci, PEN International Communications and Campaigns Manager, [email protected]"
Why the Kosovo government annoys the West and what parliamentary election will change - Європейська правда,https://www.eurointegration.com.ua/eng/news/2025/02/7/7204451/,Європейська правда,2025-02-07,"On 9 February, parliamentary elections in the Republic of Kosovo are set to be held.

Kosovo usually appears in international news in connection with another escalation of tensions with Serbia, a country that considers Kosovo its territory, or due to terrorist attacks and protests by ethnic Serbs in northern Kosovo.

One of the key reasons for these conflicts is the policy of the current Kosovo government, led by Albin Kurti, aimed at strengthening state control over the north, where ethnic Serbs live.

The elections in Kosovo will serve as a kind of referendum on whether Kosovars support this course, even at the cost of some deterioration in relations with the West.

The issue becomes even more relevant with Donald Trump’s return to the White House.

Read more about the challenges facing Kosovo in the article by Volodymyr Tsybulnyk, a Western Balkans expert, and Yurii Panchenko, European Pravda's editor – Election at risk of ""painful compromises."" Why the vote in Kosovo matters to Ukraine.

The main contender for victory in the parliamentary elections is the Self-Determination Movement (Vetëvendosje – LVV), led by incumbent Prime Minister Albin Kurti.

The party and its leader maintain significant public support, as Kurti’s populism falls on fertile ground. He defends Kosovo’s independence in negotiations with Serbia and systematically implements decisions to strengthen the country’s sovereignty.

It was during his government that Kosovo obtained visa-free travel with the EU (effective from 1 January 2024) and came close to joining the Council of Europe.

Equally important, Kurti ended the operation of parallel Serbian state institutions in the Serb-majority municipalities in the north. These steps enjoy strong public support but have provoked dissatisfaction from the EU and the US.

For this reason, the deterioration of relations with strategic allies is one of the main criticisms leveled at Kurti by the opposition.

Kurti’s chances of victory are further boosted by the fact that his two main rivals, the Democratic Party of Kosovo (DPK) and the Democratic League of Kosovo (LDK), are currently in weak positions.

Even another notable opposition force, the Alliance for the Future of Kosovo (AAK), is unlikely to gain significant traction despite its contacts with Trump’s former envoy, Richard Grenell. But who knows...

Regardless of the election outcome, the new (or returning) government will have to tackle a series of challenges.

The first and foremost is resolving the crisis in northern Kosovo.

Local Serbs (backed by Serbian President Aleksandar Vučić) are demanding the establishment of the Association of Serb Municipalities. The creation of this body was agreed upon in multiple deals signed by Kosovo and Serbia under EU mediation, starting with the 2013 Brussels Agreement.

This obligation, however, was undertaken before Kurti came to power and is absolutely unacceptable to him. Nonetheless, the West remains reluctant to revise the agreements.

Meanwhile, Russia is highly interested in keeping the Kosovo-Serbia deadlock unresolved. By echoing Serbian claims, the Kremlin fuels instability throughout the Western Balkans.

Such a foreign policy environment directly hinders Kosovo’s development.

Finally, Kosovo’s new government may face pressure from Donald Trump, who, during his first term, proposed a peace agreement between Kosovo and Serbia based on territorial exchange, a proposal firmly rejected by both Kosovo and the EU.

In such a scenario, a strong electoral mandate will be a crucial argument for the new government in resisting this pressure."
Serbia: Student movement against the Serbian government takes Novi Sad - MSN,https://www.msn.com/en-xl/news/other/serbia-student-movement-against-the-serbian-government-takes-novi-sad/vi-AA1ygQKa,MSN,2025-02-02,
Serbia Rising: Student Protests Signal Beginning of End of Vucic Regime - Balkan Insight,https://balkaninsight.com/2025/02/07/serbia-rising-student-protests-signal-beginning-of-end-of-vucic-regime/,Balkan Insight,2025-02-07,Failed to extract: Article `download()` failed with 403 Client Error: Forbidden for url: https://balkaninsight.com/2025/02/07/serbia-rising-student-protests-signal-beginning-of-end-of-vucic-regime/ on URL https://balkaninsight.com/2025/02/07/serbia-rising-student-protests-signal-beginning-of-end-of-vucic-regime/
