title,url,source_name,date_found,text
Serbia PM Miloš Vučević Resigns Amid Canopy Collapse Protests - Lawyer Monthly Magazine,https://www.lawyer-monthly.com/2025/01/serbia-pm-milos-vucevic-resigns-amid-canopy-collapse-protests/,Lawyer Monthly Magazine,2025-01-28,"Serbia PM Miloš Vučević Resigns Amid Canopy Collapse Protests.

Serbia’s Prime Minister Miloš Vučević announced his resignation on January 23, 2025, after weeks of massive protests across the country in response to the tragic collapse of a concrete canopy in November 2024, which resulted in multiple deaths. The protestors, demanding justice for the victims, have accused the government of widespread corruption and negligence in safety oversight, which they believe contributed to the deadly incident.

In his resignation speech, Vučević called for calm and dialogue, stating: “It is my appeal for everyone to calm down the passions and return to dialogue.” Alongside his own resignation, Novi Sad Mayor Milan Djuric also stepped down. Vučević’s departure is expected to trigger early parliamentary elections, as his resignation must be confirmed by Serbia’s parliament within 30 days, which could lead to the formation of a new government or a snap election.

The protests, which had been intensifying for weeks, saw a significant show of support on Monday, when tens of thousands of demonstrators, including striking university students, blocked a major traffic intersection in Belgrade. The students, who have led the charge against government corruption, have been demanding accountability for the canopy collapse, which critics say was enabled by widespread corruption at various levels of government.

In a bid to ease the mounting tensions, Vučević, alongside President Aleksandar Vučić and Parliament Speaker Ana Brnabić, called for a return to dialogue with the students. The student protests have resonated across various sectors of Serbian society, with many supporting their call for justice and reforms.

While Serbia’s prosecutors have filed charges against 13 individuals, including a government minister and several state officials, public skepticism remains. The release of former Construction Minister Goran Vesic from detention, in particular, has raised doubts about the independence of the investigation into the canopy collapse. This has further fueled concerns that the investigation might be compromised.

Meanwhile, incidents during the street demonstrations have raised alarm. In Novi Sad, two separate attacks on protesters by drivers in vehicles resulted in injuries to two women. On Tuesday, students reported that one of their peers was severely injured in an assault by individuals armed with baseball bats. The students condemned the violence, with one group stating in an Instagram post: “We are horrified over the state of our society where such a situation is possible. We have had enough of blood.” They called for a rally later that day to continue their demand for justice.

To honour the victims of the November tragedy, students and activists have been holding daily 15-minute traffic blockades across Serbia at 11:52 a.m., marking the exact time the canopy collapsed and killed 15 people, including two children.

As the political and social unrest continues, the resignation of Vučević and Djuric may mark the beginning of significant political changes in Serbia, with the protests demanding not only accountability for the tragic incident but also broader reforms in government and infrastructure oversight."
Serbia protests: What's next after prime minister resigns? - DW (English),https://www.dw.com/en/serbia-protests-whats-next-after-prime-minister-resigns/a-71438997,DW (English),2025-01-28,"The resignation of Serbian Prime Minister Milos Vucevic is unlikely to quell the massive protests of recent weeks, putting the country's all-powerful president, Aleksandar Vucic, under unprecedented pressure.

Serbian Prime Minister Milos Vucevic resigned on Tuesday, as months of student and civic protests began to take their political toll.

Vucevic is a member of the ruling Serbian Progressive Party (SNS) and a close political ally of President Aleksandar Vucic.

The mayor of Novi Sad, Serbia's second-largest city, and fellow SNS party member Milan Djuric also resigned.

""This shows that we who were elected to assume responsibility are assuming responsibility so that the situation does not spill over onto the streets and lead to disputes between citizens and divisions in society,"" Vucevic said at a press conference in Belgrade.

Shock at developments in Novi Sad

The resignations came the day after news reports from Novi Sad shocked the nation. On Monday evening, students were posting stickers calling for new protests outside the office of the ruling SNS when they were attacked with clubs by assailants who emerged from the building.

According to media reports, the students were brutally beaten, and one young woman was taken to hospital with a fractured jaw.

The attack occurred just a few hours after both the president and prime minister had called for dialogue and claimed to have met all the students' demands.

Almost three months of protests

The protests began in November 2024 after a canopy at Novi Sad railway station collapsed, killing 15 people. Since then, a growing number of citizens have been blaming the tragedy and shoddy construction work on widespread corruption in Serbia.

The students are calling for the publication of all documents relating to the renovation of the railway station, which was completed shortly before the canopy collapse, and the arrest of those responsible.

But the protests are also taking aim at President Vucic himself, who is seen as the head of the patronage system that prevails in Serbia.

The canopy over the entrance to Novi Sad railway station collapsed on November 1, killing 15 people Image: Nenad Mihajlovic/AFP/Getty Images

Initial responses to Tuesday morning's announcement indicate that Vucevic's resignation will unlikely stop the protests.

""These resignations come at least three months too late,"" said Pavle Grbovic, president of the opposition Movement of Free Citizens (PSG) party. ""The tension and the violence could have been less if these people had acted in a moral and timely manner. Now it just looks like they want to limit the obvious damage to the SNS's standing in the opinion polls,"" he told DW.

It is unclear whether the government will try to call early elections in the current heated atmosphere or whether, more likely, a new prime minister will be appointed. The opposition would probably boycott the vote if the government opts for a snap election.

President under pressure

The recent protests have been backed by entire universities, schools, lawyers' practices and cultural institutions, with hundreds of thousands of people taking to the streets to demonstrate.

A 24-hour blockade of the Autokomanda, a major traffic intersection in Belgrade, that caused major traffic disruptions ended on Tuesday.

Demonstrators blocked a main intersection in the Serbian capital, Belgrade, on Monday Image: Andrej Isakovic/AFP

""We are here to show solidarity and nobleness,"" student Lazar Ristanovic told DW on Monday as tents were being put up behind him.

Some students spent the night on the intersection. ""There are more and more of us every day. They can't stop this many people, and we won't stop until our demands are met,"" Ristanovic said.

Vucic has ruled Serbia with an iron hand for over a decade. Until now, protests never posed a threat to him, but things seem to be different this time.

Vucic is well versed in the strategy of power and has strong links both in the West and in Russia and China. Until now, he has responded to the protesters' demands with daily, frequently heated appearances on pro-government television channels.

However, in an address to the nation on Monday evening, he appeared unusually calm and indicated a willingness to negotiate. He said all of the students' demands were being met, explaining that the government was releasing the remaining documents — tens of thousands of pages — relating to the renovation of Novi Sad station.

Serbian President Aleksandar Vucic has called for dialogue and claims to have met the students' demands Image: Darko Vojinovic/AP/picture alliance

""The current situation threatens our economic growth,"" said Vucic. ""We must go back to work. The country must function.""

Attacks on protesters

During his resignation speech on Tuesday, Vucevic repeated President Vucic's claim that the protests are being orchestrated from ""abroad"" and seek to destroy Serbian unity.

Pro-government tabloid media describe the students and p"
"Serbia: citizens occupy Novi Sad bridges, demanding justice from the government - Zeta Luiss",https://zetaluiss.it/2025/02/02/serbia-citizens-occupy-novi-sad-bridges-demanding-justice-from-the-government/,Zeta Luiss,2025-02-02,"Serbia: citizens occupy Novi Sad bridges, demanding justice from the government
Protests on the three-month anniversary of the accident that claimed 15 lives

Giulia Tommasi
“I joined the demonstration because I support the students’ demands. I stand with them because I still believe in justice,” says R., from Novi Sad. 

The northern Serbian city was flooded with students and citizens who occupied the three urban bridges crossing the Danube from 3 PM to 6 PM on February 1. The largest, Liberty Bridge, remained blocked until February 2 at 2 PM. “Three months – Three bridges” is the slogan that highlights the reason for their gathering: the demand for justice for the 15 people who died when the station roof collapsed on November 1. Many blame the incident on a system of corruption and poor oversight of infrastructure projects by the right-wing populist Serbian Progressive Party (SNS) government.

Protests were organized by university students’ unions, providing real-time updates via social media. Tractors moved through the streets, with farmers leading three distinct groups of students marching toward the bridges, while thousands of locals lined the route, cheering them on. They stationed themselves at both ends of Novi Sad bridges, making noise with drums and chants. Many gathered in the park next to Liberty Bridge, playing basketball or dancing. Volunteers and citizens set up stands offering free food and drinks. Many in the crowd waved Serbian flags or held banners proclaiming, “We are defending freedom.”

“The energy was so good. So many people came from other cities too. It’s a historic moment, and it’s amazing to witness it. These young generations are bringing back hope to us. The power of youth and education is transformative in a way. People were crying, crying with joy. There were so many emotions,” tells F., another Novi Sad native.


Tractors blocking the entrance of Novi Sad bridges
Context of the protest
The February 1 protest continued the march of students who arrived in Novi Sad on January 31, after a two-day walk from the capital, Belgrade. Fireworks and applause marked their entry into the town of Inđija, halfway through their journey. During the night, most camped outdoors, as the municipality did not let them inside of the sports stadium. A small red carpet was laid out on the bridge they crossed to enter Novi Sad. Smiles, shouts, trumpet sounds, and bells accompanied their arrival.

“I saw many young people and students being welcomed by the citizens. Beyond that, I saw love, pride, and hope on people’s faces. It is an image I will never forget,” says R. The procession then moved toward the station to honor the victims of November 1 by laying wreaths bearing their names.


Students arriving in Novi Sad on January 31
This marks the peak of the uprisings that have shaken Serbia since the station incident. “That day, I felt angry, scared, and disappointed. I think we have all felt that way, every day, for the past three months,” recalls R. 

Some students have been arrested or attacked during protests, while others have been run over while marching peacefully. Despite this, demonstrations have continued—including a general strike and a 24-hour occupation of a major highway intersection in Belgrade. Universities have been shut down for two months by student movements, followed by school closures.

Future perspectives
The growing tension led to the resignations of Prime Minister Miloš Vučević and the Mayor of Novi Sad on January 28. On January 31, President Aleksandar Vučić stated that “it is clear that the country is under attack both from outside and within,” adding, “We will know how to fight back; we will be flexible, we will seek dialogue and confrontation (with the protesters), but we will know how to save the country.”

Students insist they will not stop until their demands are fulfilled: prosecution of those responsible for attacks on demonstrators, the release of activists and students arrested for protesting, full transparency and publication of documents identifying those responsible for the Novi Sad tragedy, a 20% increase in state funding for public universities.

Vučić claims these requests have been met, but students dispute his words, arguing that those responsible for the station collapse have yet to be identified and held accountable."
Serbia: Prime minister resigns amid ongoing protests - DW (English),https://www.dw.com/en/serbia-protests-pm-steps-down-students-protests/a-71430793,DW (English),2025-01-28,"Protesters have blocked roads nearly every day since a train station collapsed in Novi Sad last November, killing 15 people. Many have blamed the tragic accident on corruption and poor construction oversight.

Serbian Prime Minister Milos Vucevic announced his resignation on Tuesday following ongoing protests that have persisted since a deadly train station collapse in Novi Sad, Serbia's second-largest city, last year.

""It is my appeal for everyone to calm down the passions and return to dialogue,"" Vucevic said, adding that his resignation was aimed at lowering tensions in the country.

The resignation must be confirmed by the parliament, which then has 30 days to choose a new government or call a snap election.

Serbia: Thousands join anti-government protests in Belgrade To view this video please enable JavaScript, and consider upgrading to a web browser that supports HTML5 video

Protests against populist President Aleksandar Vucic's government have been taking place almost daily since the Novi Sad train station collapse last November, which killed 15 people. Vucevic is a close ally of the president.

What did Vucevic say?

Addressing a press conference in Belgrade, the prime minister described the resignation as an ""irrevocable decision.""

""I had a long meeting with the president of Serbia this morning. We talked about this. We talked about everything, and he accepted my arguments,"" he added. ""So in order to avoid further complicating things, so we do not further raise tensions in society, I made this decision.""

He said that he and government ministers would remain in office in working capacity until a new cabinet is formed.

In his address, Vucevic pointed to an attack on student protesters in Novi Sad that occurred the previous day, adding that one student was injured by the attackers.

He also accused critics of the government of taking advantage of the train station canopy collapse for ""political"" purposes.

Vucevic said that Novi Sad's mayor, Milan Duric, had also presented his resignation.

Protesters filled a major roadway in Belgrade on Monday night Image: Andrej Isakovic/AFP

Protesters blame roof collapse on poor construction work, corruption

Vucevic has been in office for less than a year. He had earlier served as Novi Sad mayor from 2012 to 2022. His term coincided with the time renovations in the city's now collapsed train station began.

Demonstrators blame the incident on widespread corruption, nepotism and poor construction work and have called for swifter judicial action against those found responsible.

Former Transport Minister Goran Vesic resigned days after the collapse. He and several others have been charged in connection with the incident.

rmt, sdi/lo (AP, Reuters)"
Serbia’s Government in Turmoil: PM Steps Down Amid Growing Protests - Novinite.com,https://www.novinite.com/articles/230555/Serbia%E2%80%99s+Government+in+Turmoil%3A+PM+Steps+Down+Amid+Growing+Protests,Novinite.com,2025-01-28,"Serbian Prime Minister Milos Vucevic resigned today after months of growing protests that were sparked by a deadly awning collapse in November, which claimed the lives of 15 people. Vucevic's decision came just one day after President Aleksandar Vucic announced plans to initiate a major government overhaul in response to mounting demands from striking university students.

The protests, which have intensified over the past few weeks, culminated in a 24-hour blockade of a major intersection in Belgrade on Monday. This action, joined by Serbian farmers on tractors and thousands of citizens, was a direct response to the collapse in Novi Sad, the northern city and regional capital. Critics argue that the accident was a result of widespread government corruption, and the ongoing demonstrations have been seen as the largest challenge to Vucic's populist administration in recent years.

In an attempt to ease tensions, Vucic, alongside Vucevic and Parliament Speaker Ana Brnabic, called for dialogue with the protesting students, emphasizing the need for communication to lower the growing unrest. At the press conference, Vucic warned that such a crisis could severely harm Serbia's economy, adding that the ongoing social turmoil was detrimental to all involved.

In the wake of the resignation, Novi Sad's mayor Milan Duric, a key figure in the government, also announced he would step down. Vucevic, who previously served as Novi Sad's mayor from 2012 to 2022, has faced increasing pressure to take responsibility for the collapse.

With Vucevic’s resignation, Serbia is likely headed toward an early parliamentary election. The resignation must be formally confirmed by the country’s parliament, which now has 30 days to appoint a new government or call for snap elections.

Source: Tanjug"
Serbia’s Mass Protests Against a Crony-Capitalist Government - Jacobin magazine,https://jacobin.com/2025/02/serbia-protests-novi-sad-railway,Jacobin magazine,2025-02-01,"Soon after the roof canopy of Novi Sad’s central train station collapsed last November 1, killing fifteen people, a TV reporter asked local journalist Igor Mihaljević to respond to the event. With devastating and incisive judgement, he offered the context missing in Western media coverage of the incident and the protests of the last few months. For one, Mihaljević noted, this was the latest incident in the often tragic history of Serbia’s second-largest city. In its past, Novi Sad suffered the genocidal Hungarian army campaign that massacred Jews, Serbs, and Romani across the region. That was in the same era as the devastating military occupation of Yugoslavia by Nazi Germany and its client states. More recently, there was the seventy-eight-day NATO bombing campaign in 1999, which killed 527 Yugoslavs and hobbling major cities like Novi Sad by taking out key infrastructure. But this time, Mihaljević argued, was different — for now it was the Serbian state itself killing its people. The train station collapse has left both the city and the nation in shock, triggering primal fears of the sky falling overhead. Many Serbs, especially in Novi Sad, now regard overhead structures with suspicion, with some even avoiding the newly constructed, Chinese-funded high-speed railway. However, the aftermath has also sparked a powerful wave of protests, so intense that they threaten to topple President Aleksandar Vučić, sending shock waves through his corrupt Serbian Progressive Party (SNS).

Student Protests Led by student organizers from over thirty universities and faculties — most notably the faculty of dramatic arts in Belgrade, which began the call to action in late November — the movement has rallied around four key demands. One is the release of all internal documents related to renovations at the Novi Sad railway station, carried out by Serbian Railway Infrastructure, the Serbian state, China Railway International Co. Ltd., and China Communications Construction Company Ltd., which began the station’s construction in 2021. The other demands are the dismissal of all charges against arrested and detained students and young protesters who have been demonstrating since the canopy collapsed; the filing of criminal charges and the prosecution of those responsible for the attacks on students and professors; and a 20 percent increase in budget allocations for public higher-education institutions in Serbia to cover material expenses. Since November, students have organized massive strikes, with such protests as a gathering of over 100,000 people at Belgrade’s Slavija Square on December 22. The protests continued into the New Year, with demonstrators declaring there was nothing to “celebrate” until justice was achieved. They demonstrations are still ongoing, having recently forced the resignations of prime minister Milos Vučević and Novi Sad’s mayor Milan Đurić on January 28. Students have held assemblies and effectively conveyed their message to the media. With a keen sense for Instagramable moments, they have gracefully steered social media campaigns, often featuring overhead drone footage of the protests and eye-catching visuals. Their actions have not only challenged state power, but their demands — particularly for criminal charges and prosecution — offer a stark critique of the deeper systemic rot: a corrupt judicial system that upholds a mafia state and a government that not only fails its people but is complicit in their deaths. What began as a response in Serbia’s major cities has now evolved into a nationwide movement, spreading to smaller towns as well. As noted by Novi Sad activist and scholar Aleksandar Matković on X/Twitter, a map of Serbia showing protests happening across almost all municipalities nationwide shows that the situation is likely to escalate into either a government crisis or more conflict. The events have also sparked deep cultural anxieties tied to national identity. This Monday, the Serbian Orthodox Church published an article damning the student protests, asserting that they were pushing an “anti-Saint Sava, anti-Christian and anti-Serbian narrative and way of life.” This claim that students live in a “parallel universe” was walked back in a statement on Tuesday, which clarified that the text did not reflect the stance of the Church’s top cleric, Patriarch Porfirije. Recently, the protests have intensified into violence, with protesters engaging in fierce clashes with supporters of the ruling SNS party. On Tuesday night at around 3:00 a.m., a group of SNS supporters launched an attack on students in Novi Sad. Many Serbians were especially shocked by a series of interviews widely covered in media in which SNS supporters from the city of Jagodina denounced the students. One older man even said that he would welcome attacks on his daughter if she were protesting.

Nationalists and Multinationals This is a moment of growing interest in the power of mass movements to drive political change. Followi"
Serbia’s PM Milos Vucevic resigns as protests raise political pressure - Al Jazeera English,https://www.aljazeera.com/news/2025/1/28/serbias-pm-milos-vucevic-resigns-as-protests-raise-political-pressure,Al Jazeera English,2025-01-28,"Milos Vucevic steps down in bid to calm anger over deadly roof collapse that expanded into antigovernment rallies.

Serbian Prime Minister Milos Vucevic has announced his resignation amid large protests against corruption and President Aleksandar Vucic.

Vucevic said at a news conference on Tuesday that he had decided to step down to reduce tensions. Student-led demonstrations have been taking place since the deadly collapse of a train station canopy in the northern city of Novi Sad in November.

The prime minister’s announcement came as protesters ended a 24-hour blockade at a major intersection in the capital, Belgrade. The previous evening, with political pressure rising, Vucic hinted that he was ready to drop his hardline approach to the demonstrations and negotiate.

“To avoid further complicating things, so we do not further raise tensions in society, I made this decision,” Vucevic said on Tuesday.

Vucevic, who was mayor of Novi Sad in 2022 when the reconstruction of the station was launched by a Chinese firm, added that the immediate cause for his resignation was an attack on a female student in Novi Sad early on Tuesday by assailants allegedly from Vucic’s ruling Serbian Progressive Party.

Advertisement

“Whenever it seems there is hope to return to social dialogue, to talk, … it’s like an invisible hand creates a new incident, and tensions mount again.”

He also said the present mayor of Novi Sad, Serbia’s second largest city, will also resign.

The 50-year-old became prime minister in April after the Serbian Progressive Party won the most votes in elections marred by tensions.

Expanding protests

Protesters on Tuesday morning packed up and cleared the Autokomanda junction, where several major roads and motorways come together in Belgrade, after camping out overnight.

The blockade followed a call for a general strike on Friday that saw lawyers stop work and small businesses and schools close.

The focus of the protests has expanded since November from the canopy collapse to accusations that it was the result of rampant corruption, to calls for an end to Vucic’s reign, which has run for more than a decade, and early elections.

Student organisers continued to demand more action, including greater transparency surrounding the investigation into the collapse and the release of all documents linked to the renovation of the train station.

More than a dozen people have been charged over the accident, including former Transport Minister Goran Vesic, who resigned days after it occurred.

The government has released some documents on the roof collapse, but experts from the Faculty of Civil Engineering in Belgrade said they are incomplete.

Other key demands include dropping charges against protesters arrested at rallies, an end to attacks on demonstrators and increased government spending on education.

Advertisement

Snap vote?

During the blockade, the largely student protesters were offered protection by farmers and bikers. The demonstrators have faced frequent violence as the rallies have persisted, and at least two have been hit by cars.

Vucic addressed the nation on Monday evening, defending his government’s response to the accident in Novi Sad and promising to open dialogue with the protesters.

He had previously dismissed them as being controlled by “Western foreign agents”.

However, the focus now turns to the possibility of snap elections.

Vucevic’s resignation must now be confirmed by Serbia’s parliament, which has 30 days to choose a new government or call snap elections.

Pro-government media said Vucic will attend a cabinet session on Tuesday evening to decide whether a new prime minister-designate will be appointed or early elections called.

Opposition parties said they would insist on a transitional government that would create conditions for free and fair elections after Vucic has faced accusations of irregularities during past votes."
Serbia’s PM resigns after student protests linked to government corruption – Europe live - The Guardian,https://www.theguardian.com/world/live/2025/jan/28/denmark-greenland-mette-frederiksen-donald-trump-europe-latest-live-news?filterKeyEvents=false&page=with%3Ablock-679895108f08e45494d4e931,The Guardian,2025-01-28,"7d ago 12.18 GMT Denmark's Frederiksen meets Macron on her Greenland tour of the EU View image in fullscreen Danish prime minister Mette Frederiksen exits her car before meeting with French president Emmanuel Macron. Photograph: Aurélien Morissard/AP As mentioned earlier, Danish prime minister Mette Frederiksen continues her European tour to show the EU’s unity over Greenland, and she has just been to see French president Emmanuel Macron at the Élysée Palace. No comments to the press this time. Up next, Brussels, where Frederiksen will meet Nato secretary general, Mark Rutte. View image in fullscreen French president Emmanuel Macron welcomes Danish prime minister Mette Frederiksen

before a meeting at the Élysée Palace in Paris. Photograph: Mads Claus Rasmussen/EPA Share

28 Jan 2025 11.10 GMT PM Vučević resigns after student protests across Serbia Speaking at a press conference in Belgrade, Vučević defended his government’s record, but admitted that Serbia “seemed to be stuck” with focus on the deadly collapse of a concrete canopy at a train station in Novi Sad last year and lamented “deep divisions in our society” it caused. Vučević was mayor of Novi Sad when the renovations began. He claimed, without offering any evidence, that students protests were supported by foreign powers and accused opposition of trying to make political capital on the accident. View image in fullscreen Outgoing Serbian prime minister Miloš Vučević, pictured at a press conference in 2023. Photograph: Darko Vojinović/AP He said he made his decision to resign after an incident last night in which a group of students was attacked in Novi Sad, with one woman seriously injured. She has since been released from hospital at her request. Serbian state media reported that the incident broke out after students put anti-government stickers and graffiti in front of an office of the ruling Serbian Progressive Party, or SNS. Roof collapse kills at least 14 people at Serbian train station Read more “I expect the perpetrators of the attack will be arrested,” he said, condemning the attack. But Vučević said “if there is any hope for us to return to social dialogue, we must talk.” His government will remain in place until a new cabinet is picked or a snap election is called. A decision on next steps needs to be made within 30 days. View image in fullscreen Protesters hold Serbia’s national flags and wave from a bridge above a highway during a demonstration earlier today in an attempt to put pressure on the government over a fatal collapse of the Novi Sad train station roof in November 2024. Photograph: Andrej Isaković/AFP/Getty Images Share Updated at 12.38 GMT

28 Jan 2025 10.30 GMT Serbian prime minister Vučević resigns View image in fullscreen Serbian prime minister Miloš Vučević (right) at a press conference alongside president Aleksandar Vučić (centre) and speaker parliament Ana Brnabić (left) last night. Photograph: Anadolu/Getty Images Serbian prime minister Miloš Vučević has resigned in the last few minutes. His resignation comes just a day after Serbian students have staged a daylong blockage of a major traffic intersection in Belgrade with the support of farmers, stepping up pressure on the president, Aleksandar Vučić. The wave of student-led demonstrations began as a protest against government corruption after the collapse of a roof of a railway station in the northern city of Novi Sad on 1 November, which killed 15 people. His resignation comes after president Vučić sought to open a dialogue with the protesters and indicated on Monday he would reshuffle the government. The wave of student-led demonstrations began as a protest against government corruption after the collapse of a roof of a railway station in the northern city of Novi Sad on 1 November, which killed 15 people. On Monday, the demonstrators occupied the Autokomanda junction, where two major roads from the south-east converge on the way to Belgrade’s centre. Serbian students block Belgrade road junction to increase pressure on Vučić Read more Share

28 Jan 2025 10.11 GMT Frederiksen's 'top political speed dating' over Greenland - snap reaction View image in fullscreen Danish prime minister Mette Frederiksen Photograph: Nadja Wohlleben/Reuters Danish prime minister Mette Frederiksen is expected in Paris shortly, where she is going to meet with French president Emmanuel Macron. Our Nordic correspondent Miranda Bryant writes in on Frederiksen’s euro trip: The last 24 hours have seen a raft of announcements – including on defence and tackling racism against Greenlandic people in Denmark – by the Danish government aimed at appeasing Greenlanders and the US as Donald Trump continues to target his attentions on attempting to acquire Greenland. Now the Danish PM Mette Frederiksen is on a whistle stop European charm offensive to Berlin, Paris and Brussels in a bid to reassure her colleagues that Denmark has Europe’s full support if Trump follows through on his threats of a trade war."
Serbia's PM Resigns Following Deadly Canopy Collapse Protests - Newsweek,https://www.newsweek.com/serbia-pm-resigns-bus-shelter-tragedy-protests-2021892,Newsweek,2025-01-28,"Serbia's Prime Minister Miloš Vučević announced on Tuesday that he is stepping down in the wake of weeks of massive anti-corruption protests triggered by the deadly collapse of a concrete canopy in the northern city Novi Sad last November.

Why It Matters
The accident, which killed 15 people, has become a symbol of the broader discontent with the increasingly autocratic leadership of Serbia's President, Aleksandar Vučić.

Many locals believe poor reconstruction work, driven by government corruption, was to blame.

Serbian prosecutors have filed charges against 13 individuals, including a government minister and several other state officials.


Serbian Prime Minister Milos Vucevic 
Serbian Prime Minister Milos Vucevic attends the prayer service in the St. Sava Serbian Orthodox temple in Belgrade, Serbia, June 8, 2024. Darko Vojinovic/AP
What To Know
But the release of former construction minister Goran Vesić from detention has raised concerns about the independence of the investigation.

Despite formally seeking European Union membership, Vučić has faced mounting criticism for undermining democratic freedoms within Serbia.

Newsweek contacted the Serbian government by email on Tuesday requesting a comment."
Serbia’s PM Vučević steps down over mega student-led protests - POLITICO Europe,https://www.politico.eu/article/serbia-pm-milos-vucevic-steps-down-student-led-demonstrations/,POLITICO Europe,2025-01-28,"“In order not to further raise tensions in society, I made this decision,” Vučević said, adding that he discussed the matter with Vučić, who has been grappling with rising pressure from protests in recent weeks.

Following a deadly canopy collapse at a train station in Novi Sad that killed 15 people on Nov. 1, a wave of protests swept Serbia with the biggest drawing around 100,000 people in December; it was the largest since demonstrations that helped topple longtime ruler Slobodan Milošević in 2000.

The mass protests at universities have extended beyond academia, with farmers, judiciary members and parts of the general public supporting the movement, demanding accountability from Vučić’s government and calling for an end to corruption.

“Let it lead to the calming of passions, let it lead to a return to dialogue,” Vučević said about his exit, after suggesting that polarization in Serbia was boosted by foreign influence and demonstrations were stoked from abroad.

Vučević also announced that the mayor of Novi Sad will step down on Tuesday."
Serbia's populist PM Vucevic steps down after months of anti-corruption protests - FRANCE 24 English,https://www.france24.com/en/europe/20250128-serbia-pm-vucevic-steps-down-months-anti-corruption-protests,FRANCE 24 English,2025-01-28,"Milos Vucevic had been under pressure to resign since a deadly disaster at a train station last November.

To display this content from , you must enable advertisement tracking and audience measurement.

Serbia’s populist Prime Minister Milos Vucevic said Tuesday he is stepping down following weeks of massive anti-corruption protests over the deadly collapse of a concrete canopy in November.

The canopy collapse, which killed 15 people in the northern city of Novi Sad, has become a flashpoint reflecting wider discontent with the increasingly autocratic rule of Serbia’s populist President Aleksandar Vucic. He has faced accusations of curbing democratic freedoms in Serbia despite formally seeking European Union membership for the troubled Balkan nation.

Vucevic told a news conference that his resignation is aimed at lowering tensions in Serbia.

“It is my appeal for everyone to calm down the passions and return to dialogue,"" he said.

Novi Sad Mayor Milan Djuric also will step down on Tuesday, Vucevic said.

Vucevic’s resignation is likely to lead to an early parliamentary election. The resignation must be confirmed by Serbia’s parliament, which has 30 days to choose a new government or call a snap election.

On Monday, tens of thousands of people joined striking university students in a 24-hour blockade of a key traffic intersection in the Serbian capital. The students have been protesting for weeks, demanding accountability for the canopy collapse that critics have blamed on rampant government corruption.

05:59 To display this content from , you must enable advertisement tracking and audience measurement. Accept Manage my choices FOCUS © FRANCE 24

In another attempt to defuse tensions, Vucic, Vucevic and Parliament Speaker Ana Brnabic on Monday evening urged dialogue with the students, who have garnered widespread support from all walks of life in Serbia with their call for justice and accountability.

Vucevic said the immediate cause for his quitting was an attack on a female student in Novi Sad early Tuesday by assailants allegedly from the ruling Serbian Progressive Party. Vucevic said that “whenever it seems there is hope to return to social dialogue, to talk ... it’s like an invisible hand creates a new incident and tensions mount again.”

Serbia’s prosecutors have filed charges against 13 people, including a government minister and several state officials. But the former Construction Minister Goran Vesic has been released from detention, fueling doubts over the investigation’s independence.

The main railway station in Novi Sad was renovated twice in recent years as part of a wider infrastructure deal with Chinese state companies.

Several incidents have marred the street demonstrations in the past weeks, including drivers ramming into the crowds on two occasions, when two young women were injured.

Students and others have been holding daily 15-minute traffic blockades throughout Serbia at 11:52 a.m., the exact same time the concrete canopy crashed down on Nov. 1. The blockades honor the 15 victims, including two children.

(AP)"
Serbia's president addresses mass rally he called to counter anti-government protests - Yahoo! Voices,https://www.yahoo.com/news/serbias-president-addresses-mass-rally-220522233.html,Yahoo! Voices,2025-01-24,"Serbia's Prime Minister Miloš Vučević announced on Tuesday that he is stepping down in the wake of weeks of massive anti-corruption protests triggered by the deadly collapse of a concrete canopy in the northern city Novi Sad last November.

Why It Matters
The accident, which killed 15 people, has become a symbol of the broader discontent with the increasingly autocratic leadership of Serbia's President, Aleksandar Vučić.

Many locals believe poor reconstruction work, driven by government corruption, was to blame.

Serbian prosecutors have filed charges against 13 individuals, including a government minister and several other state officials.


Serbian Prime Minister Milos Vucevic 
Serbian Prime Minister Milos Vucevic attends the prayer service in the St. Sava Serbian Orthodox temple in Belgrade, Serbia, June 8, 2024. Darko Vojinovic/AP
What To Know
But the release of former construction minister Goran Vesić from detention has raised concerns about the independence of the investigation.

Despite formally seeking European Union membership, Vučić has faced mounting criticism for undermining democratic freedoms within Serbia.

Newsweek contacted the Serbian government by email on Tuesday requesting a comment."
